No,Fixture,Home,Away,Event,Sub Event,Player,Player Id,Sub Player,Sub Player Id,Agent,time,Team,Narration,Moment,Minute,Second,Action,Quater,
1,8979,Muranga Seal,Ulinzi Stars,Throw in,Normal,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Throw in For Muranga Seal,firsthalf,0,16,,1-15,   
2,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,0,19,,1-15,   
3,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,0,21,,1-15,   
4,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,0,36,,1-15,   
5,8979,Muranga Seal,Ulinzi Stars,Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,0,38,,1-15,   
6,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,0,43,,1-15,   
7,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,0,49,,1-15,   
8,8979,Muranga Seal,Ulinzi Stars,Throw in,Normal,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Throw in For Muranga Seal,firsthalf,1,26,,1-15,   
9,8979,Muranga Seal,Ulinzi Stars,Throw in,Normal,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Throw in For Muranga Seal,firsthalf,1,44,,1-15,   
10,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,1,47,,1-15,   
11,8979,Muranga Seal,Ulinzi Stars,Blocks,Cross,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Blocks For Muranga Seal,firsthalf,2,7,,1-15,   
12,8979,Muranga Seal,Ulinzi Stars,Long GK,Complete,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Long GK For Muranga Seal,firsthalf,2,37,,1-15,   
13,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,2,42,,1-15,   
14,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,2,44,,1-15,   
15,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,3,8,,1-15,   
16,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,3,10,,1-15,   
17,8979,Muranga Seal,Ulinzi Stars,Foul,Won 2/3,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,firsthalf,3,19,,1-15,   
18,8979,Muranga Seal,Ulinzi Stars,Freekick,Taker 2/3,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Freekick For Muranga Seal,firsthalf,3,40,,1-15,   
19,8979,Muranga Seal,Ulinzi Stars,Foul,Committed,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,firsthalf,3,45,,1-15,   
20,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,3,59,,1-15,   
21,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,4,2,,1-15,   
22,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,4,8,,1-15,   
23,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,4,13,,1-15,   
24,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Jackson Imbiakha,19424,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,4,17,,1-15,   
25,8979,Muranga Seal,Ulinzi Stars,Interceptions,Own half,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Interceptions For Muranga Seal,firsthalf,4,30,,1-15,   
26,8979,Muranga Seal,Ulinzi Stars,Pass,,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,4,31,,1-15,   
27,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,4,33,,1-15,   
28,8979,Muranga Seal,Ulinzi Stars,Foul,Won 2/3,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,firsthalf,4,39,,1-15,   
29,8979,Muranga Seal,Ulinzi Stars,Freekick,Taker 2/3,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Freekick For Muranga Seal,firsthalf,5,10,,1-15,   
30,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,5,15,,1-15,   
31,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,5,28,,1-15,   
32,8979,Muranga Seal,Ulinzi Stars,Pass,,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,5,30,,1-15,   
33,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,5,35,,1-15,   
34,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,5,39,,1-15,   
35,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,5,46,,1-15,   
36,8979,Muranga Seal,Ulinzi Stars,Clearances,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Clearances For Muranga Seal,firsthalf,6,15,,1-15,   
37,8979,Muranga Seal,Ulinzi Stars,Claims,Punch,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Claims For Muranga Seal,firsthalf,7,1,,1-15,   
38,8979,Muranga Seal,Ulinzi Stars,Blocks,Shot,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Blocks For Muranga Seal,firsthalf,7,6,,1-15,   
39,8979,Muranga Seal,Ulinzi Stars,Kick-outs,Incomplete,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Kick-outs For Muranga Seal,firsthalf,7,21,,1-15,   
40,8979,Muranga Seal,Ulinzi Stars,Throw in,Normal,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Throw in For Muranga Seal,firsthalf,7,29,,1-15,   
41,8979,Muranga Seal,Ulinzi Stars,Pass,,Jackson Imbiakha,19424,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,7,32,,1-15,   
42,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Complete,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,firsthalf,7,40,,1-15,   
43,8979,Muranga Seal,Ulinzi Stars,Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,7,43,,1-15,   
44,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,7,45,,1-15,   
45,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,7,48,,1-15,   
46,8979,Muranga Seal,Ulinzi Stars,Pass,,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,7,50,,1-15,   
47,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,7,52,,1-15,   
48,8979,Muranga Seal,Ulinzi Stars,Pass,,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,7,56,,1-15,   
49,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Incomplete,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,firsthalf,8,6,,1-15,   
50,8979,Muranga Seal,Ulinzi Stars,Interceptions,Opp half,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Interceptions For Muranga Seal,firsthalf,8,13,,1-15,   
51,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,13,,1-15,   
52,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,14,,1-15,   
53,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,16,,1-15,   
54,8979,Muranga Seal,Ulinzi Stars,Pass,,Jackson Imbiakha,19424,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,19,,1-15,   
55,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,21,,1-15,   
56,8979,Muranga Seal,Ulinzi Stars,Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,22,,1-15,   
57,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,24,,1-15,   
58,8979,Muranga Seal,Ulinzi Stars,Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,30,,1-15,   
59,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,32,,1-15,   
60,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,36,,1-15,   
61,8979,Muranga Seal,Ulinzi Stars,Pass,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,8,36,,1-15,   
62,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Incomplete,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,firsthalf,8,41,,1-15,   
63,8979,Muranga Seal,Ulinzi Stars,Clearances,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Clearances For Muranga Seal,firsthalf,8,58,,1-15,   
64,8979,Muranga Seal,Ulinzi Stars,Ball,Own won,Jackson Imbiakha,19424,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,9,5,,1-15,   
65,8979,Muranga Seal,Ulinzi Stars,Pass,,Jackson Imbiakha,19424,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,9,5,,1-15,   
66,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Complete,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,firsthalf,9,10,,1-15,   
67,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Macharia,11756,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,9,13,,1-15,   
68,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,9,16,,1-15,   
69,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Macharia,11756,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,9,19,,1-15,   
70,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,9,30,,1-15,   
71,8979,Muranga Seal,Ulinzi Stars,Box Carry,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Box Carry For Muranga Seal,firsthalf,9,54,,1-15,   
72,8979,Muranga Seal,Ulinzi Stars,Box Touch,,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Box Touch For Muranga Seal,firsthalf,9,54,,1-15,   
73,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,9,58,,1-15,   
74,8979,Muranga Seal,Ulinzi Stars,Ball,Own lost,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,10,9,,1-15,   
75,8979,Muranga Seal,Ulinzi Stars,Interceptions,Own half,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Interceptions For Muranga Seal,firsthalf,10,15,,1-15,   
76,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,10,16,,1-15,   
77,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,10,19,,1-15,   
78,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,10,54,,1-15,   
79,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Complete,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,firsthalf,11,1,,1-15,   
80,8979,Muranga Seal,Ulinzi Stars,Foul,Won 1/3,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,firsthalf,11,9,,1-15,   
81,8979,Muranga Seal,Ulinzi Stars,Freekick,Taker 1/3,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Freekick For Muranga Seal,firsthalf,11,26,,1-15,   
82,8979,Muranga Seal,Ulinzi Stars,Blocks,Shot,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Blocks For Muranga Seal,firsthalf,12,27,,1-15,   
83,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,12,29,,1-15,   
84,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,12,31,,1-15,   
85,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,12,39,,1-15,   
86,8979,Muranga Seal,Ulinzi Stars,Cross Right,Incomplete,Michael Macharia,11756,,,Michael William,9/21/2025,Muranga Seal,Cross Right For Muranga Seal,firsthalf,12,47,,1-15,   
87,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,12,52,,1-15,   
88,8979,Muranga Seal,Ulinzi Stars,Chance,Key Pass,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Chance For Muranga Seal,firsthalf,12,57,,1-15,   
89,8979,Muranga Seal,Ulinzi Stars,Shot Out-box,Off Target,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Shot Out-box For Muranga Seal,firsthalf,13,2,,1-15,   
90,8979,Muranga Seal,Ulinzi Stars,Ball,Opp won,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,13,30,,1-15,   
91,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,13,31,,1-15,   
92,8979,Muranga Seal,Ulinzi Stars,Dribbles,Complete,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Dribbles For Muranga Seal,firsthalf,13,39,,1-15,   
93,8979,Muranga Seal,Ulinzi Stars,Foul,Won 1/3,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,firsthalf,13,42,,1-15,   
94,8979,Muranga Seal,Ulinzi Stars,Freekick,Taker 1/3,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Freekick For Muranga Seal,firsthalf,15,20,,1-15,   
95,8979,Muranga Seal,Ulinzi Stars,Shot Out-box,Off Target,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Shot Out-box For Muranga Seal,firsthalf,15,24,,1-15,   
96,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,15,37,,1-15,   
97,8979,Muranga Seal,Ulinzi Stars,Ball,Own lost,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,15,42,,1-15,   
98,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,16,17,,16-30,   
99,8979,Muranga Seal,Ulinzi Stars,Clearances,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Clearances For Muranga Seal,firsthalf,17,6,,16-30,   
100,8979,Muranga Seal,Ulinzi Stars,Foul,Won 2/3,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Foul For Muranga Seal,firsthalf,17,24,,16-30,   
101,8979,Muranga Seal,Ulinzi Stars,Freekick,Taker 2/3,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Freekick For Muranga Seal,firsthalf,17,43,,16-30,   
102,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Owen,5525,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,17,45,,16-30,   
103,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,17,47,,16-30,   
104,8979,Muranga Seal,Ulinzi Stars,Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,17,50,,16-30,   
105,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Complete,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,firsthalf,17,53,,16-30,   
106,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,17,57,,16-30,   
107,8979,Muranga Seal,Ulinzi Stars,Pass,,Michael Macharia,11756,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,17,58,,16-30,   
108,8979,Muranga Seal,Ulinzi Stars,Pass,,Francis Gethio,19423,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,18,0,,16-30,   
109,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Complete,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,firsthalf,18,21,,16-30,   
110,8979,Muranga Seal,Ulinzi Stars,Cross Right,Incomplete,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Cross Right For Muranga Seal,firsthalf,18,29,,16-30,   
111,8979,Muranga Seal,Ulinzi Stars,Save,Normal Save,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Save For Muranga Seal,firsthalf,19,16,,16-30,   
112,8979,Muranga Seal,Ulinzi Stars,Clearances,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Clearances For Muranga Seal,firsthalf,19,21,,16-30,   
113,8979,Muranga Seal,Ulinzi Stars,Short GK,Complete,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Short GK For Muranga Seal,firsthalf,19,42,,16-30,   
114,8979,Muranga Seal,Ulinzi Stars,Ball,Own lost,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,19,49,,16-30,   
115,8979,Muranga Seal,Ulinzi Stars,Pass,,Dennis Munyovu,5530,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,19,50,,16-30,   
116,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,19,54,,16-30,   
117,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Victor Haki,11373,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,20,3,,16-30,   
118,8979,Muranga Seal,Ulinzi Stars,Throw in,Normal,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Throw in For Muranga Seal,firsthalf,20,26,,16-30,   
119,8979,Muranga Seal,Ulinzi Stars,Ball,Opp lost,Michael Macharia,11756,,,Michael William,9/21/2025,Muranga Seal,Ball For Muranga Seal,firsthalf,20,35,,16-30,   
120,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Robert Mudenyu,5546,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,20,50,,16-30,   
121,8979,Muranga Seal,Ulinzi Stars,Claims,GK Catch,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Claims For Muranga Seal,firsthalf,20,59,,16-30,   
122,8979,Muranga Seal,Ulinzi Stars,Throw-out,Complete,Mustapha Oduor,19422,,,Michael William,9/21/2025,Muranga Seal,Throw-out For Muranga Seal,firsthalf,21,3,,16-30,   
123,8979,Muranga Seal,Ulinzi Stars,Pass,,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,21,4,,16-30,   
124,8979,Muranga Seal,Ulinzi Stars,Incomplete Pass,,Jackson Imbiakha,19424,,,Michael William,9/21/2025,Muranga Seal,Incomplete Pass For Muranga Seal,firsthalf,21,10,,16-30,   
125,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Omulama,15612,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,21,40,,16-30,   
126,8979,Muranga Seal,Ulinzi Stars,Progress Pass,Complete,Lucas Maina,9667,,,Michael William,9/21/2025,Muranga Seal,Progress Pass For Muranga Seal,firsthalf,21,54,,16-30,   
127,8979,Muranga Seal,Ulinzi Stars,Pass,,Joseph Irungu Waithera,5527,,,Michael William,9/21/2025,Muranga Seal,Pass For Muranga Seal,firsthalf,22,0,,16-30,   
